	NUMERO	NOM	TYPE_1	TYPE_2	POINTS_DE_VIE	POINTS_ATTAQUE	POINTS_DEFFENCE	POINTS_ATTAQUE_SPECIALE	POINT_DEFENSE_SPECIALE	POINTS_VITESSE	NOMBRE_GENERATIONS	LEGENDAIRE	First_pokemon	Second_pokemon	NBR_COMBATS	NBR_VICTOIRES	POURCENTAGE_DE_VICTOIRES
483	484	Moufflair	Poison	Obscur	103	93	67	71	61	84	4	0	85.0	85.0	119.0	85.0	0.7142857142857143
484	485	Arch�omire	Acier	Psy	57	24	86	24	86	23	4	0	14.0	14.0	110.0	14.0	0.12727272727272726
485	486	Arch�odong	Acier	Psy	67	89	116	79	116	33	4	0	37.0	37.0	141.0	37.0	0.2624113475177305
486	487	Manza�	Roche		50	80	95	10	45	10	4	0	29.0	29.0	125.0	29.0	0.232
487	488	Mime Jr.	Psy	F�e	20	25	45	70	90	60	4	0	37.0	37.0	120.0	37.0	0.30833333333333335
488	489	Ptiravi	Normal		100	5	5	15	65	30	4	0	8.0	8.0	104.0	8.0	0.07692307692307693
489	490	Pijako	Normal	Vol	76	65	45	92	42	91	4	0	111.0	111.0	149.0	111.0	0.7449664429530202
490	491	Spiritomb	Spectre	Obscur	50	92	108	92	108	35	4	0	29.0	29.0	118.0	29.0	0.2457627118644068
491	492	Griknot	Dragon	Sol	58	70	45	40	45	42	4	0	35.0	35.0	135.0	35.0	0.25925925925925924
492	493	Carmache	Dragon	Sol	68	90	65	50	55	82	4	0	82.0	82.0	133.0	82.0	0.6165413533834586
493	494	Carchacrok	Dragon	Sol	108	130	95	80	85	102	4	0	97.0	97.0	127.0	97.0	0.7637795275590551
494	495	Mega Carchacrok	Dragon	Sol	108	170	115	120	95	92	4	0	85.0	85.0	120.0	85.0	0.7083333333333334
495	496	Goinfrex	Normal		135	85	40	40	85	5	4	0	81.0	81.0	118.0	81.0	0.6864406779661016
496	497	Riolu	Combat		40	70	40	35	40	60	4	0	49.0	49.0	125.0	49.0	0.392
497	498	Lucario	Combat	Acier	70	110	70	115	70	90	4	0	90.0	90.0	120.0	90.0	0.75
498	499	Mega Lucario	Combat	Acier	70	145	88	140	70	112	4	0	96.0	96.0	108.0	96.0	0.8888888888888888
499	500	Hippopotas	Sol		68	72	78	38	42	32	4	0	30.0	30.0	126.0	30.0	0.23809523809523808
500	501	Hippodocus	Sol		108	112	118	68	72	47	4	0	35.0	35.0	120.0	35.0	0.2916666666666667
501	502	Rapion	Poison	Insecte	40	50	90	30	55	65	4	0	63.0	63.0	141.0	63.0	0.44680851063829785
502	503	Drascore	Poison	Obscur	70	90	110	60	75	95	4	0	88.0	88.0	120.0	88.0	0.7333333333333333
503	504	Cradopaud	Poison	Combat	48	61	40	61	40	50	4	0	29.0	29.0	114.0	29.0	0.2543859649122807
504	505	Coatox	Poison	Combat	83	106	65	86	65	85	4	0	85.0	85.0	128.0	85.0	0.6640625
505	506	Vortente	Herbe		74	100	72	90	72	46	4	0	28.0	28.0	114.0	28.0	0.24561403508771928
506	507	�cayon	Eau		49	49	56	49	61	66	4	0	68.0	68.0	131.0	68.0	0.5190839694656488
507	508	Lumin�on	Eau		69	69	76	69	86	91	4	0	78.0	78.0	119.0	78.0	0.6554621848739496
508	509	Babimanta	Eau	Vol	45	20	50	60	120	50	4	0	26.0	26.0	108.0	26.0	0.24074074074074073
509	510	Blizzi	Herbe	Glace	60	62	50	62	60	40	4	0	22.0	22.0	121.0	22.0	0.18181818181818182
510	511	Blizzaroi	Herbe	Glace	90	92	75	92	85	60	4	0	60.0	60.0	121.0	60.0	0.49586776859504134
511	512	Mega Blizzaroi	Herbe	Glace	90	132	105	132	105	30	4	0	62.0	62.0	146.0	62.0	0.4246575342465753
512	513	Dimoret	Obscur	Glace	70	120	65	45	85	125	4	0	116.0	116.0	119.0	116.0	0.9747899159663865
513	514	Magn�zone	Electrique	Acier	70	70	115	130	90	60	4	0	63.0	63.0	118.0	63.0	0.5338983050847458
514	515	Coudlangue	Normal		110	85	95	80	95	50	4	0	35.0	35.0	129.0	35.0	0.2713178294573643
515	516	Rhinastoc	Sol	Roche	115	140	130	55	55	40	4	0	47.0	47.0	104.0	47.0	0.4519230769230769
516	517	Bouldeneu	Herbe		100	100	125	110	50	50	4	0	48.0	48.0	125.0	48.0	0.384
517	518	�lekable	Electrique		75	123	67	95	85	95	4	0	94.0	94.0	123.0	94.0	0.7642276422764228
518	519	Maganon	Feu		75	95	67	125	95	83	4	0	79.0	79.0	111.0	79.0	0.7117117117117117
519	520	Togekiss	F�e	Vol	85	50	95	120	115	80	4	0	73.0	73.0	126.0	73.0	0.5793650793650794
520	521	Yanm�ga	Insecte	Vol	86	76	86	116	56	95	4	0	91.0	91.0	114.0	91.0	0.7982456140350878
521	522	Phyllali	Herbe		65	110	130	60	65	95	4	0	125.0	125.0	151.0	125.0	0.8278145695364238
522	523	Givrali	Glace		65	60	110	130	95	65	4	0	64.0	64.0	134.0	64.0	0.47761194029850745
523	524	Scorvol	Sol	Vol	75	95	125	45	75	95	4	0	109.0	109.0	132.0	109.0	0.8257575757575758
524	525	Mammochon	Glace	Sol	110	130	80	70	60	80	4	0	68.0	68.0	116.0	68.0	0.5862068965517241
525	526	Porygon-Z	Normal		85	80	70	135	75	90	4	0	103.0	103.0	147.0	103.0	0.7006802721088435
526	527	Gallame	Psy	Combat	68	125	65	65	115	80	4	0	86.0	86.0	137.0	86.0	0.6277372262773723
527	528	Mega Gallame	Psy	Combat	68	165	95	65	115	110	4	0	112.0	112.0	130.0	112.0	0.8615384615384616
528	529	Tarinorme	Roche	Acier	60	55	145	75	150	40	4	0	26.0	26.0	130.0	26.0	0.2
529	530	Noctunoir	Spectre		45	100	135	65	135	45	4	0	40.0	40.0	136.0	40.0	0.29411764705882354
530	531	Momartik	Glace	Spectre	70	80	70	80	70	110	4	0	91.0	91.0	138.0	91.0	0.6594202898550725
531	532	Motisma	Electrique	Spectre	50	50	77	95	77	91	4	0	71.0	71.0	120.0	71.0	0.5916666666666667
532	533	Motisma chaud	Electrique	Feu	50	65	107	105	107	86	4	0	79.0	79.0	113.0	79.0	0.6991150442477876
533	534	Mirosa lavage	Electrique	Eau	50	65	107	105	107	86	4	0	90.0	90.0	116.0	90.0	0.7758620689655172
534	535	Motisma frost	Electrique	Glace	50	65	107	105	107	86	4	0	90.0	90.0	128.0	90.0	0.703125
535	536	Motisma	Electrique	Vol	50	65	107	105	107	86	4	0	88.0	88.0	121.0	88.0	0.7272727272727273
536	537	Mitosma tondu	Electrique	Herbe	50	65	107	105	107	86	4	0	98.0	98.0	134.0	98.0	0.7313432835820896
537	538	Cr�helf	Psy		75	75	130	75	130	95	4	1	92.0	92.0	123.0	92.0	0.7479674796747967
538	539	Cr�follet	Psy		80	105	105	105	105	80	4	1	79.0	79.0	133.0	79.0	0.5939849624060151
539	540	Cr�fadet	Psy		75	125	70	125	70	115	4	1	122.0	122.0	135.0	122.0	0.9037037037037037
540	541	Dialga	Acier	Dragon	100	120	120	150	100	90	4	1	119.0	119.0	151.0	119.0	0.7880794701986755
541	542	Palkia	Eau	Dragon	90	120	100	150	120	100	4	1	115.0	115.0	149.0	115.0	0.7718120805369127
542	543	Heatran	Feu	Acier	91	90	106	130	106	77	4	1	85.0	85.0	131.0	85.0	0.648854961832061
543	544	Regigigas	Normal		110	160	110	80	110	100	4	1	122.0	122.0	142.0	122.0	0.8591549295774648
544	545	Giratina forme modifi�e	Spectre	Dragon	150	100	120	100	120	90	4	1	74.0	74.0	111.0	74.0	0.6666666666666666
545	546	Giratina forme originale	Spectre	Dragon	150	120	100	120	100	90	4	1	89.0	89.0	134.0	89.0	0.664179104477612
546	547	Cresselia	Psy		120	70	120	75	130	85	4	0	79.0	79.0	118.0	79.0	0.6694915254237288
547	548	Phione	Eau		80	80	80	80	80	80	4	0	74.0	74.0	132.0	74.0	0.5606060606060606
548	549	Manaphy	Eau		100	100	100	100	100	100	4	0	118.0	118.0	134.0	118.0	0.8805970149253731
549	550	Darkrai	Obscur		70	90	90	135	90	125	4	1	110.0	110.0	117.0	110.0	0.9401709401709402
550	551	Shaymin forme de terre	Herbe		100	100	100	100	100	100	4	1	117.0	117.0	136.0	117.0	0.8602941176470589
551	552	Shaymin forme de ciel	Herbe	Vol	100	103	75	120	75	127	4	1	111.0	111.0	118.0	111.0	0.940677966101695
552	553	Arceus	Normal		120	120	120	120	120	120	4	1	114.0	114.0	122.0	114.0	0.9344262295081968
553	554	Victini	Psy	Feu	100	100	100	100	100	100	5	1	115.0	115.0	131.0	115.0	0.8778625954198473
554	555	Vip�lierre	Herbe		45	45	55	45	55	63	5	0	51.0	51.0	111.0	51.0	0.4594594594594595
555	556	Lianaja	Herbe		60	60	75	60	75	83	5	0					
556	557	Majaspic	Herbe		75	75	95	75	95	113	5	0	119.0	119.0	132.0	119.0	0.9015151515151515
557	558	Gruikui	Feu		65	63	45	45	45	45	5	0	34.0	34.0	131.0	34.0	0.2595419847328244
558	559	Grotichon	Feu	Combat	90	93	55	70	55	55	5	0	55.0	55.0	144.0	55.0	0.3819444444444444
559	560	Roitiflam	Feu	Combat	110	123	65	100	65	65	5	0	72.0	72.0	138.0	72.0	0.5217391304347826
560	561	Moustillon	Eau		55	55	45	63	45	45	5	0	31.0	31.0	124.0	31.0	0.25
561	562	Mateloutre	Eau		75	75	60	83	60	60	5	0	48.0	48.0	122.0	48.0	0.39344262295081966
562	563	Clamiral	Eau		95	100	85	108	70	70	5	0	65.0	65.0	115.0	65.0	0.5652173913043478
563	564	Ratentif	Normal		45	55	39	35	39	42	5	0	25.0	25.0	135.0	25.0	0.18518518518518517
564	565	Miradar	Normal		60	85	69	60	69	77	5	0	69.0	69.0	133.0	69.0	0.518796992481203
565	566	Ponchiot	Normal		45	60	45	25	45	55	5	0	29.0	29.0	100.0	29.0	0.29
566	567	Ponchien	Normal		65	80	65	35	65	60	5	0	53.0	53.0	138.0	53.0	0.38405797101449274
567	568	Mastouffe	Normal		85	110	90	45	90	80	5	0	72.0	72.0	116.0	72.0	0.6206896551724138
568	569	Chacripan	Obscur		41	50	37	50	37	66	5	0	59.0	59.0	114.0	59.0	0.5175438596491229
569	570	L�opardus	Obscur		64	88	50	88	50	106	5	0	123.0	123.0	135.0	123.0	0.9111111111111111
570	571	Feuillajou	Herbe		50	53	48	53	48	64	5	0	53.0	53.0	130.0	53.0	0.4076923076923077
571	572	Feuiloutan	Herbe		75	98	63	98	63	101	5	0	106.0	106.0	131.0	106.0	0.8091603053435115
572	573	Flamajou	Feu		50	53	48	53	48	64	5	0	60.0	60.0	130.0	60.0	0.46153846153846156
573	574	Flamoutan	Feu		75	98	63	98	63	101	5	0	113.0	113.0	127.0	113.0	0.889763779527559
574	575	Flotajou	Eau		50	53	48	53	48	64	5	0	42.0	42.0	117.0	42.0	0.358974358974359
575	576	Flotoutan	Eau		75	98	63	98	63	101	5	0	113.0	113.0	133.0	113.0	0.849624060150376
576	577	Munna	Psy		76	25	45	67	55	24	5	0	5.0	5.0	128.0	5.0	0.0390625
577	578	Mushana	Psy		116	55	85	107	95	29	5	0	9.0	9.0	132.0	9.0	0.06818181818181818
578	579	Poichigeon	Normal	Vol	50	55	50	36	30	43	5	0	45.0	45.0	154.0	45.0	0.2922077922077922
579	580	Colombeau	Normal	Vol	62	77	62	50	42	65	5	0	60.0	60.0	124.0	60.0	0.4838709677419355
580	581	D�flaisan	Normal	Vol	80	115	80	65	55	93	5	0	102.0	102.0	130.0	102.0	0.7846153846153846
581	582	Z�bribon	Electrique		45	60	32	50	32	76	5	0	80.0	80.0	135.0	80.0	0.5925925925925926
582	583	Z�blitz	Electrique		75	100	63	80	63	116	5	0	100.0	100.0	107.0	100.0	0.9345794392523364
583	584	Nodulithe	Roche		55	75	85	25	25	15	5	0	27.0	27.0	144.0	27.0	0.1875
584	585	G�olithe	Roche		70	105	105	50	40	20	5	0	44.0	44.0	131.0	44.0	0.33587786259541985
585	586	Gigalithe	Roche		85	135	130	60	80	25	5	0	60.0	60.0	148.0	60.0	0.40540540540540543
586	587	Chovsourir	Psy	Vol	55	45	43	55	43	72	5	0	72.0	72.0	123.0	72.0	0.5853658536585366
587	588	Rhinolove	Psy	Vol	67	57	55	77	55	114	5	0	103.0	103.0	116.0	103.0	0.8879310344827587
588	589	Rototaupe	Sol		60	85	40	30	45	68	5	0	70.0	70.0	109.0	70.0	0.6422018348623854
589	590	Minotaupe	Sol	Acier	110	135	60	50	65	88	5	0	103.0	103.0	133.0	103.0	0.7744360902255639
590	591	Nanm�ou�e	Normal		103	60	86	60	86	50	5	0	46.0	46.0	133.0	46.0	0.3458646616541353
591	592	Mega Nanm�ou�e	Normal	F�e	103	60	126	80	126	50	5	0	48.0	48.0	132.0	48.0	0.36363636363636365
592	593	Charpenti	Combat		75	80	55	25	35	35	5	0	28.0	28.0	150.0	28.0	0.18666666666666668
593	594	Ouvrifier	Combat		85	105	85	40	50	40	5	0	25.0	25.0	118.0	25.0	0.211864406779661
594	595	B�tochef	Combat		105	140	95	55	65	45	5	0	39.0	39.0	130.0	39.0	0.3
595	596	Tritonde	Eau		50	50	40	50	40	64	5	0	62.0	62.0	136.0	62.0	0.45588235294117646
596	597	Batracn�	Eau	Sol	75	65	55	65	55	69	5	0	54.0	54.0	124.0	54.0	0.43548387096774194
597	598	Crapustule	Eau	Sol	105	95	75	85	75	74	5	0	68.0	68.0	119.0	68.0	0.5714285714285714
598	599	Judokrak	Combat		120	100	85	30	85	45	5	0	33.0	33.0	147.0	33.0	0.22448979591836735
599	600	Karacl�e	Combat		75	125	75	30	75	85	5	0	85.0	85.0	136.0	85.0	0.625
600	601	Larveyette	Insecte	Herbe	45	53	70	40	60	42	5	0	35.0	35.0	136.0	35.0	0.25735294117647056
601	602	Couverdure	Insecte	Herbe	55	63	90	50	80	42	5	0	26.0	26.0	123.0	26.0	0.21138211382113822
602	603	Manternel	Insecte	Herbe	75	103	80	70	80	92	5	0	96.0	96.0	121.0	96.0	0.7933884297520661
603	604	Venipatte	Insecte	Poison	30	45	59	30	39	57	5	0	37.0	37.0	132.0	37.0	0.2803030303030303
604	605	Scobolide	Insecte	Poison	40	55	99	40	79	47	5	0	26.0	26.0	99.0	26.0	0.26262626262626265
605	606	Brutapode	Insecte	Poison	60	100	89	55	69	112	5	0	106.0	106.0	114.0	106.0	0.9298245614035088
606	607	Doudouvet	Herbe	F�e	40	27	60	37	50	66	5	0	46.0	46.0	127.0	46.0	0.36220472440944884
607	608	Farfaduvet	Herbe	F�e	60	67	85	77	75	116	5	0	104.0	104.0	117.0	104.0	0.8888888888888888
608	609	Chlorobule	Herbe		45	35	50	70	50	30	5	0	23.0	23.0	146.0	23.0	0.15753424657534246
609	610	Fragilady	Herbe		70	60	75	110	75	90	5	0	91.0	91.0	127.0	91.0	0.7165354330708661
610	611	Bargantua	Eau		70	92	65	80	55	98	5	0	89.0	89.0	110.0	89.0	0.8090909090909091
611	612	Masca�man	Sol	Obscur	50	72	35	35	35	65	5	0	72.0	72.0	134.0	72.0	0.5373134328358209
612	613	Escroco	Sol	Obscur	60	82	45	45	45	74	5	0	65.0	65.0	113.0	65.0	0.5752212389380531
613	614	Crocorible	Sol	Obscur	95	117	80	65	70	92	5	0	111.0	111.0	132.0	111.0	0.8409090909090909
614	615	Darumarond	Feu		70	90	45	15	45	50	5	0	45.0	45.0	124.0	45.0	0.3629032258064516
615	616	Darumacho forme standard	Feu		105	140	55	30	55	95	5	0	109.0	109.0	133.0	109.0	0.8195488721804511
616	617	Darumacho mode zen	Feu	Psy	105	30	105	140	105	55	5	0	43.0	43.0	122.0	43.0	0.3524590163934426
617	618	Maracachi	Herbe		75	86	67	106	67	60	5	0					
618	619	Crabicoque	Insecte	Roche	50	65	85	35	35	55	5	0	43.0	43.0	132.0	43.0	0.32575757575757575
619	620	Crabaraque	Insecte	Roche	70	95	125	65	75	45	5	0	40.0	40.0	119.0	40.0	0.33613445378151263
620	621	Baggiguane	Obscur	Combat	50	75	70	35	70	48	5	0	32.0	32.0	109.0	32.0	0.29357798165137616
621	622	Bagga�d	Obscur	Combat	65	90	115	45	115	58	5	0	61.0	61.0	121.0	61.0	0.5041322314049587
622	623	Crypt�ro	Psy	Vol	72	58	80	103	80	97	5	0	109.0	109.0	152.0	109.0	0.7171052631578947
623	624	Tutafeh	Spectre		38	30	85	55	65	30	5	0	27.0	27.0	126.0	27.0	0.21428571428571427
624	625	Tutankafer	Spectre		58	50	145	95	105	30	5	0	30.0	30.0	122.0	30.0	0.2459016393442623
625	626	Carapagos	Eau	Roche	54	78	103	53	45	22	5	0	30.0	30.0	129.0	30.0	0.23255813953488372
626	627	M�gapagos	Eau	Roche	74	108	133	83	65	32	5	0	45.0	45.0	140.0	45.0	0.32142857142857145
627	628	Ark�apti	Roche	Vol	55	112	45	74	45	70	5	0	66.0	66.0	118.0	66.0	0.559322033898305
628	629	A�ropt�ryx	Roche	Vol	75	140	65	112	65	110	5	0	117.0	117.0	128.0	117.0	0.9140625
629	630	Miamiasme	Poison		50	50	62	40	62	65	5	0	49.0	49.0	117.0	49.0	0.4188034188034188
630	631	Miasmax	Poison		80	95	82	60	82	75	5	0	87.0	87.0	145.0	87.0	0.6
631	632	Zorua	Obscur		40	65	40	80	40	65	5	0	66.0	66.0	131.0	66.0	0.5038167938931297
632	633	Zoroark	Obscur		60	105	60	120	60	105	5	0	100.0	100.0	113.0	100.0	0.8849557522123894
633	634	Chinchidou	Normal		55	50	40	40	40	75	5	0	88.0	88.0	148.0	88.0	0.5945945945945946
634	635	Pashmilla	Normal		75	95	60	65	60	115	5	0	115.0	115.0	131.0	115.0	0.8778625954198473
635	636	Scrutella	Psy		45	30	50	55	65	45	5	0	26.0	26.0	125.0	26.0	0.208
636	637	Mesm�rella	Psy		60	45	70	75	85	55	5	0	37.0	37.0	123.0	37.0	0.3008130081300813
637	638	Sid�rella	Psy		70	55	95	95	110	65	5	0	65.0	65.0	133.0	65.0	0.48872180451127817
638	639	Nucl�os	Psy		45	30	40	105	50	20	5	0	4.0	4.0	129.0	4.0	0.031007751937984496
639	640	M�ios	Psy		65	40	50	125	60	30	5	0	9.0	9.0	124.0	9.0	0.07258064516129033
640	641	Symbios	Psy		110	65	75	125	85	30	5	0	18.0	18.0	120.0	18.0	0.15
641	642	Couaneton	Eau	Vol	62	44	50	44	50	55	5	0	45.0	45.0	124.0	45.0	0.3629032258064516
642	643	Lakm�cygne	Eau	Vol	75	87	63	87	63	98	5	0	103.0	103.0	119.0	103.0	0.865546218487395
643	644	Sorb�b�	Glace		36	50	50	65	60	44	5	0	18.0	18.0	110.0	18.0	0.16363636363636364
644	645	Sorboul	Glace		51	65	65	80	75	59	5	0	55.0	55.0	126.0	55.0	0.4365079365079365
645	646	Sorbouboul	Glace		71	95	85	110	95	79	5	0	83.0	83.0	125.0	83.0	0.664
646	647	Vivaldaim	Normal	Herbe	60	60	50	40	50	75	5	0	70.0	70.0	119.0	70.0	0.5882352941176471
647	648	Haydaim	Normal	Herbe	80	100	70	60	70	95	5	0	89.0	89.0	120.0	89.0	0.7416666666666667
648	649	Emolga	Electrique	Vol	55	75	60	75	60	103	5	0	91.0	91.0	114.0	91.0	0.7982456140350878
649	650	Carabing	Insecte		50	75	45	40	45	60	5	0	53.0	53.0	121.0	53.0	0.4380165289256198
650	651	Lan�argot	Insecte	Acier	70	135	105	60	105	20	5	0	72.0	72.0	124.0	72.0	0.5806451612903226
651	652	Trompignon	Herbe	Poison	69	55	45	55	55	15	5	0	14.0	14.0	120.0	14.0	0.11666666666666667
652	653	Gaulet	Herbe	Poison	114	85	70	85	80	30	5	0	25.0	25.0	121.0	25.0	0.2066115702479339
653	654	Viskuse	Eau	Spectre	55	40	50	65	85	40	5	0	42.0	42.0	132.0	42.0	0.3181818181818182
654	655	Moyade	Eau	Spectre	100	60	70	85	105	60	5	0					
655	656	Mamanbo	Eau		165	75	80	40	45	65	5	0	68.0	68.0	132.0	68.0	0.5151515151515151
656	657	Statitik	Insecte	Electrique	50	47	50	57	50	65	5	0	64.0	64.0	138.0	64.0	0.463768115942029
657	658	Mygavolt	Insecte	Electrique	70	77	60	97	60	108	5	0	115.0	115.0	137.0	115.0	0.8394160583941606
658	659	Grindur	Herbe	Acier	44	50	91	24	86	10	5	0	22.0	22.0	111.0	22.0	0.1981981981981982
659	660	Noacier	Herbe	Acier	74	94	131	54	116	20	5	0	61.0	61.0	136.0	61.0	0.4485294117647059
660	661	Tic	Acier		40	55	70	45	60	30	5	0	12.0	12.0	113.0	12.0	0.10619469026548672
661	662	Clic	Acier		60	80	95	70	85	50	5	0	27.0	27.0	121.0	27.0	0.2231404958677686
662	663	Cliticlic	Acier		60	100	115	70	85	90	5	0	99.0	99.0	131.0	99.0	0.7557251908396947
663	664	Anchwatt	Electrique		35	55	40	45	40	60	5	0	45.0	45.0	126.0	45.0	0.35714285714285715
664	665	Lamp�roie	Electrique		65	85	70	75	70	40	5	0	26.0	26.0	128.0	26.0	0.203125
665	666	Ohmassacre	Electrique		85	115	80	105	80	50	5	0	34.0	34.0	111.0	34.0	0.3063063063063063
666	667	Lewsor	Psy		55	55	55	85	55	30	5	0	21.0	21.0	159.0	21.0	0.1320754716981132
667	668	Neitram	Psy		75	75	75	125	95	40	5	0	21.0	21.0	134.0	21.0	0.15671641791044777
668	669	Fun�cire	Spectre	Feu	50	30	55	65	55	20	5	0	16.0	16.0	117.0	16.0	0.13675213675213677
669	670	M�lancolux	Spectre	Feu	60	40	60	95	60	55	5	0	57.0	57.0	135.0	57.0	0.4222222222222222
670	671	Lugulabre	Spectre	Feu	60	55	90	145	90	80	5	0	68.0	68.0	112.0	68.0	0.6071428571428571
671	672	Coupenotte	Dragon		46	87	60	30	40	57	5	0	51.0	51.0	135.0	51.0	0.37777777777777777
672	673	Incisache	Dragon		66	117	70	40	50	67	5	0	59.0	59.0	129.0	59.0	0.4573643410852713
673	674	Tranchodon	Dragon		76	147	90	60	70	97	5	0	105.0	105.0	127.0	105.0	0.8267716535433071
674	675	Polarhume	Glace		55	70	40	60	40	40	5	0	31.0	31.0	115.0	31.0	0.26956521739130435
675	676	Polagriffe	Glace		95	110	80	70	80	50	5	0	48.0	48.0	129.0	48.0	0.37209302325581395
676	677	Hexagel	Glace		70	50	30	95	135	105	5	0	119.0	119.0	148.0	119.0	0.8040540540540541
677	678	Escargaume	Insecte		50	40	85	40	65	25	5	0	11.0	11.0	124.0	11.0	0.08870967741935484
678	679	Limaspeed	Insecte		80	70	40	100	60	145	5	0	118.0	118.0	128.0	118.0	0.921875
679	680	Limonde	Sol	Electrique	109	66	84	81	99	32	5	0	29.0	29.0	144.0	29.0	0.2013888888888889
680	681	Kungfouine	Combat		45	85	50	55	50	65	5	0	66.0	66.0	130.0	66.0	0.5076923076923077
681	682	Shaofouine	Combat		65	125	60	95	60	105	5	0	121.0	121.0	131.0	121.0	0.9236641221374046
682	683	Drakkarmin	Dragon		77	120	90	60	90	48	5	0	39.0	39.0	140.0	39.0	0.2785714285714286
683	684	Gringolem	Sol	Spectre	59	74	50	35	50	35	5	0	40.0	40.0	128.0	40.0	0.3125
684	685	Golemastoc	Sol	Spectre	89	124	80	55	80	55	5	0	72.0	72.0	126.0	72.0	0.5714285714285714
685	686	Scalpion	Obscur	Acier	45	85	70	40	40	60	5	0	57.0	57.0	109.0	57.0	0.5229357798165137
686	687	Scalproie	Obscur	Acier	65	125	100	60	70	70	5	0	86.0	86.0	141.0	86.0	0.6099290780141844
687	688	Frison	Normal		95	110	95	40	95	55	5	0	48.0	48.0	119.0	48.0	0.40336134453781514
688	689	Furaiglon	Normal	Vol	70	83	50	37	50	60	5	0	41.0	41.0	122.0	41.0	0.3360655737704918
689	690	Gueriaigle	Normal	Vol	100	123	75	57	75	80	5	0	108.0	108.0	156.0	108.0	0.6923076923076923
690	691	Vostourno	Obscur	Vol	70	55	75	45	65	60	5	0	56.0	56.0	122.0	56.0	0.45901639344262296
691	692	Vaututrice	Obscur	Vol	110	65	105	55	95	80	5	0	92.0	92.0	147.0	92.0	0.6258503401360545
692	693	Aflamanoir	Feu		85	97	66	105	66	65	5	0	57.0	57.0	121.0	57.0	0.47107438016528924
693	694	Fermite	Insecte	Acier	58	109	112	48	48	109	5	0	118.0	118.0	134.0	118.0	0.8805970149253731
694	695	Solochi	Obscur	Dragon	52	65	50	45	50	38	5	0	34.0	34.0	124.0	34.0	0.27419354838709675
695	696	Diamat	Obscur	Dragon	72	85	70	65	70	58	5	0	57.0	57.0	138.0	57.0	0.41304347826086957
696	697	Trioxhydre	Obscur	Dragon	92	105	90	125	90	98	5	0	106.0	106.0	129.0	106.0	0.8217054263565892
697	698	Pyronille	Insecte	Feu	55	85	55	50	55	60	5	0	58.0	58.0	137.0	58.0	0.4233576642335766
698	699	Pyrax	Insecte	Feu	85	60	65	135	105	100	5	0	103.0	103.0	137.0	103.0	0.7518248175182481
699	700	Cobaltium	Acier	Combat	91	90	129	90	72	108	5	1	117.0	117.0	128.0	117.0	0.9140625
700	701	Terrakium	Roche	Combat	91	129	90	72	90	108	5	1	105.0	105.0	123.0	105.0	0.8536585365853658
701	702	Viridium	Herbe	Combat	91	90	72	90	129	108	5	1	112.0	112.0	125.0	112.0	0.896
702	703	Bor�as forme Incarnate	Vol		79	115	70	125	80	111	5	1	94.0	94.0	111.0	94.0	0.8468468468468469
703	704	Bor�as forme Therian	Vol		79	100	80	110	90	121	5	1	121.0	121.0	125.0	121.0	0.968
704	705	Fulguris forme Incarnate	Electrique	Vol	79	115	70	125	80	111	5	1	108.0	108.0	125.0	108.0	0.864
705	706	Fulguris forme Therian	Electrique	Vol	79	105	70	145	80	101	5	1	99.0	99.0	115.0	99.0	0.8608695652173913
706	707	Reshiram	Dragon	Feu	100	120	100	150	120	90	5	1	91.0	91.0	125.0	91.0	0.728
707	708	Zekrom	Dragon	Electrique	100	150	120	120	100	90	5	1	100.0	100.0	154.0	100.0	0.6493506493506493
708	709	D�m�t�ros forme incarn�e	Sol	Vol	89	125	90	115	80	101	5	1	89.0	89.0	102.0	89.0	0.8725490196078431
709	710	D�m�t�ros forme Therian	Sol	Vol	89	145	90	105	80	91	5	1	112.0	112.0	131.0	112.0	0.8549618320610687
710	711	Kyurem	Dragon	Glace	125	130	90	130	90	95	5	1	99.0	99.0	128.0	99.0	0.7734375
711	712	Kyurem noir	Dragon	Glace	125	170	100	120	90	95	5	1	77.0	77.0	100.0	77.0	0.77
712	713	Kyurem blanc	Dragon	Glace	125	120	90	170	100	95	5	1	100.0	100.0	128.0	100.0	0.78125
713	714	Keldeo forme ordinaire	Eau	Combat	91	72	90	129	90	108	5	0	100.0	100.0	116.0	100.0	0.8620689655172413
714	715	Keldeo forme resolue	Eau	Combat	91	72	90	129	90	108	5	0	108.0	108.0	121.0	108.0	0.8925619834710744
715	716	Meloetta forme Aria	Normal	Psy	100	77	77	128	128	90	5	0	98.0	98.0	142.0	98.0	0.6901408450704225
716	717	Meloetta forme Pirouette	Normal	Combat	100	128	90	77	77	128	5	0	118.0	118.0	123.0	118.0	0.959349593495935
717	718	Genesect	Insecte	Acier	71	120	95	120	95	99	5	0	105.0	105.0	128.0	105.0	0.8203125
718	719	Marisson	Herbe		56	61	65	48	45	38	6	0	26.0	26.0	148.0	26.0	0.17567567567567569
719	720	Bogu�risse	Herbe		61	78	95	56	58	57	6	0	48.0	48.0	119.0	48.0	0.40336134453781514
720	721	Blind�pique	Herbe	Combat	88	107	122	74	75	64	6	0	57.0	57.0	124.0	57.0	0.4596774193548387
721	722	Feunnec	Feu		40	45	40	62	60	60	6	0	41.0	41.0	121.0	41.0	0.33884297520661155
